Id,Attrition
268,0.83025783
269,0.6830009
270,0.6044301
271,0.4831257
272,0.71347666
273,0.7518572
274,0.5931795
275,0.7518572
276,0.8197019
277,0.70192623
278,0.58965576
279,0.8607854
280,0.3818573
281,0.44475427
282,0.42185396
283,0.467221
284,0.46493462
285,0.25396192
286,0.8204788
287,0.7518572
288,0.7253095
289,0.6939813
290,0.7237012
291,0.3519515
292,0.5712174
293,0.6417813
294,0.74127936
295,0.6271877
296,0.49220237
297,0.7518572
298,0.23250416
299,0.3951987
300,0.731195
301,0.7518572
302,0.455277
303,0.7518572
304,0.5336591
305,0.5464128
306,0.84141177
307,0.7518572
308,0.45877388
309,0.8328092
310,0.7253095
311,0.53155446
312,0.83005583
313,0.6047415
314,0.8461217
315,0.62757474
316,0.34830642
317,0.6565297
318,0.576791
319,0.46204317
320,0.6271877
321,0.4024411
322,0.49102187
323,0.775104
324,0.28699535
325,0.52735496
326,0.37817636
327,0.5328176
328,0.7518572
329,0.3880356
330,0.51118267
331,0.8005019
332,0.7518572
333,0.7682111
334,0.44741496
335,0.7518572
336,0.455277
337,0.6217757
338,0.6321942
339,0.7518572
340,0.6858475
341,0.88178325
342,0.6332108
343,0.58479106
344,0.6538068
345,0.6835536
346,0.7720767
347,0.84462327
348,0.7518572
349,0.627548
350,0.7518572
351,0.37987614
352,0.5899617
353,0.7518572
354,0.24654436
355,0.71417785
356,0.62210137
357,0.60423
358,0.4435734
359,0.5401182
360,0.31760445
361,0.7667536
362,0.2943148
363,0.53860515
364,0.7201919
365,0.74541336
366,0.61958957
367,0.53155446
368,0.6368139
369,0.70251197
370,0.7518572
371,0.4314057
372,0.18767399
373,0.5875477
374,0.84313685
375,0.8745724
376,0.51245904
377,0.81850874
378,0.5400418
379,0.43483514
380,0.5439684
381,0.83973646
382,0.7518572
383,0.85011685
384,0.7518572
385,0.5955125
386,0.6525515
387,0.41816586
388,0.81495166
389,0.22718741
390,0.5074236
391,0.43383503
392,0.14218076
393,0.58662784
394,0.5147785
395,0.6368139
396,0.78843755
397,0.7682111
398,0.4072493
399,0.27552363
400,0.7999436
401,0.6721355
402,0.86300915
403,0.45881805
404,0.43848756
405,0.804709
406,0.6481216
407,0.5147785
408,0.97131044
409,0.8388448
410,0.41509798
411,0.49056682
412,0.61302096
413,0.46800596
414,0.35633665
415,0.7518572
416,0.55012614
417,0.51943094
418,0.7901964
419,0.5447696
420,0.7518572
421,0.7518572
422,0.5226288
423,0.6258891
424,0.52259547
425,0.76654047
426,0.6548908
427,0.63772786
428,0.2717213
429,0.7518572
430,0.58965576
431,0.76654047
432,0.82100934
433,0.3399858
434,0.72986513
435,0.38255948
436,0.6962943
437,0.2717213
438,0.7518572
439,0.54839534
440,0.64186203
441,0.38184905
442,0.5893341
443,0.49286932
444,0.2717213
445,0.5275637
446,0.7504749
447,0.5225238
448,0.8122159
449,0.5074236
450,0.4995768
451,0.22718741
452,0.40771815
453,0.43291894
454,0.41509798
455,0.56863683
456,0.2624878
457,0.37396047
458,0.55054903
459,0.53622776
460,0.7133351
461,0.74541336
462,0.48290008
463,0.7518572
464,0.58691204
465,0.48365444
466,0.6669258
467,0.6176965
468,0.8892822
469,0.3292357
470,0.5583647
471,0.30011818
472,0.70939964
473,0.97131044
474,0.4363058
475,0.44295737
476,0.45435345
477,0.71417785
478,0.55715346
479,0.5192142
480,0.40989652
481,0.61958957
482,0.4363058
483,0.30682933
484,0.5053751
485,0.40218577
486,0.2637418
487,0.7518572
488,0.5393599
489,0.3710009
490,0.7518572
491,0.7300509
492,0.7518572
493,0.8328092
494,0.59640807
495,0.45767537
496,0.53452086
497,0.61275405
498,0.74612474
499,0.7518572
500,0.6481216
501,0.5074236
502,0.5393599
503,0.715271
504,0.6332108
505,0.39833173
506,0.48018157
507,0.40683082
508,0.6184005
509,0.7518572
510,0.37084246
511,0.8684011
512,0.35466257
513,0.44959825
514,0.4496141
515,0.62785316
516,0.7673391
517,0.60516334
518,0.41562608
519,0.5560196
520,0.53654546
521,0.7518572
522,0.8745724
523,0.7519729
524,0.84141177
525,0.7518572
526,0.77515155
527,0.43668282
528,0.5895365
529,0.84969366
530,0.6176461
531,0.21826775
532,0.88178325
533,0.7518572
534,0.7518572
535,0.7518572
536,0.7421722
537,0.48072824
538,0.84654677
539,0.7699824
540,0.22718741
541,0.31964603
542,0.5955125
543,0.6271877
544,0.58811784
545,0.35031646
546,0.7518572
547,0.4363058
548,0.84969145
549,0.7518572
550,0.64055216
551,0.78843755
552,0.8122159
553,0.4380299
554,0.3609372
555,0.5464338
556,0.82100934
557,0.45952195
558,0.57156014
559,0.5240472
560,0.18484885
561,0.75974506
562,0.2835906
563,0.8892822
564,0.8459104
565,0.8250725
566,0.95103616
567,0.36447603
568,0.5885265
569,0.7253095
570,0.5208353
571,0.81289625
572,0.6939813
573,0.11260024
574,0.61958957
575,0.5401259
576,0.58914256
577,0.5948878
578,0.5863907
579,0.66017413
580,0.25590777
581,0.83870906
582,0.5169499
583,0.45028594
584,0.3099791
585,0.4852495
586,0.44070962
587,0.48780495
588,0.8794722
589,0.90449053
590,0.84969366
591,0.44332865
592,0.49423143
593,0.845205
594,0.23469186
595,0.25560558
596,0.54541785
597,0.7518572
598,0.6408726
599,0.7518572
600,0.69140595
601,0.7518572
602,0.45813993
603,0.7223691
604,0.7518572
605,0.55715346
606,0.754541
607,0.7518572
608,0.8328092
609,0.59786886
610,0.5754617
611,0.562764
612,0.21108595
613,0.7518572
614,0.40805855
615,0.34609428
616,0.3168656
617,0.68147296
618,0.6190971
619,0.31998986
620,0.5293025
621,0.45541868
622,0.7518572
623,0.4112283
624,0.7253095
625,0.8459104
626,0.36806753
627,0.95103616
628,0.455277
629,0.35876256
630,0.7673391
631,0.48472354
632,0.22929059
633,0.5741923
634,0.4230246
635,0.81850874
636,0.63198996
637,0.7518572
638,0.52904344
639,0.499923
640,0.5382033
641,0.7058585
642,0.7518572
643,0.48515055
644,0.64298034
645,0.7518572
646,0.40218577
647,0.30320647
648,0.77515155
649,0.5163479
650,0.58734834
651,0.3730444
652,0.7518572
653,0.58734834
654,0.6835536
655,0.601355
656,0.6102898
657,0.6314391
658,0.5988406
659,0.80732346
660,0.6594923
661,0.60423
662,0.4173504
663,0.76420695
664,0.43358532
665,0.47820455
666,0.28408214
667,0.7518572
668,0.65585536
669,0.75260544
670,0.7518572
671,0.41987997
672,0.37446195
673,0.23920794
674,0.75260544
675,0.7518572
676,0.6606279
677,0.7518572
678,0.84969366
679,0.8204788
680,0.2992948
681,0.6962943
682,0.6669258
683,0.63600105
684,0.75515777
685,0.3769745
686,0.716779
687,0.4122187
688,0.44741496
689,0.6939813
690,0.78740424
691,0.63600105
692,0.40683082
693,0.64776134
694,0.52819407
695,0.4230663
696,0.7518572
697,0.7518572
698,0.8461217
699,0.49391913
700,0.43113774
701,0.7518572
702,0.08513972
703,0.08513972
704,0.807227
705,0.41562608
706,0.8388448
707,0.8250725
708,0.55406195
709,0.7518572
710,0.44741496
711,0.81850874
712,0.558802
713,0.5401643
714,0.34416524
715,0.8005019
716,0.65694994
717,0.7518572
718,0.45834664
719,0.3501549
720,0.53155446
721,0.40218577
722,0.7518572
723,0.43114805
724,0.84462327
725,0.47738537
726,0.58662784
727,0.7518572
728,0.6107732
729,0.86300915
730,0.35511413
731,0.3956869
732,0.43251216
733,0.7518572
734,0.84969145
735,0.65694994
736,0.27498427
737,0.7518572
738,0.6197391
739,0.7047109
740,0.81850874
741,0.65694994
742,0.6132956
743,0.32487455
744,0.10628614
745,0.7518572
746,0.48771885
747,0.39791903
748,0.7518572
749,0.5192142
750,0.35080236
751,0.4368026
752,0.7518572
753,0.46378207
754,0.4831257
755,0.71347666
756,0.58965576
757,0.67745435
758,0.8052536
759,0.7518572
760,0.62889034
761,0.68147296
762,0.4894155
763,0.54631335
764,0.5109404
765,0.7518572
766,0.7298652
767,0.5227874
768,0.45162275
769,0.53020304
770,0.7518572
771,0.7901964
772,0.7234904
773,0.80904055
774,0.5356036
775,0.48123923
776,0.6640962
777,0.81477755
778,0.5452309
779,0.6183677
780,0.5192142
781,0.7682111
782,0.61302096
783,0.61958957
784,0.70446724
785,0.6332108
786,0.54365593
787,0.6612579
788,0.4381836
789,0.8496454
790,0.85011697
791,0.44977665
792,0.65585536
793,0.5119407
794,0.5589377
795,0.70446724
796,0.40808168
797,0.6638506
798,0.38481984
799,0.55476815
800,0.82100934
801,0.7047109
802,0.5004738
803,0.64776134
804,0.62763184
805,0.38995105
806,0.7518572
807,0.5506848
808,0.6538839
809,0.5303806
810,0.6012049
811,0.16411258
812,0.39552158
813,0.5083154
814,0.7518572
815,0.5421198
816,0.40296835
817,0.49157664
818,0.6011522
819,0.84969366
820,0.85011697
821,0.28257912
822,0.6676768
823,0.663911
824,0.6594923
825,0.7518572
826,0.64190465
827,0.90449053
828,0.288061
829,0.43491328
830,0.5440137
831,0.5226288
832,0.83025783
833,0.23521349
834,0.5955125
835,0.3787191
836,0.6323931
837,0.5131664
838,0.39629427
839,0.5560196
840,0.63600105
841,0.57156014
842,0.4500447
843,0.6594923
844,0.57156014
845,0.70192623
846,0.6412968
847,0.3451995
848,0.775104
849,0.8403234
850,0.3136768
851,0.78843755
852,0.37090766
853,0.7518572
854,0.71275467
855,0.8299926
856,0.5547681
857,0.76672137
858,0.48780495
859,0.28315803
860,0.60423
861,0.7518572
862,0.53281754
863,0.97131044
864,0.78843755
865,0.505409
866,0.8126379
867,0.6011522
868,0.53020304
869,0.90449053
870,0.76738703
871,0.7518572
872,0.7901964
873,0.6835536
874,0.59541833
875,0.41509798
876,0.715271
877,0.26564938
878,0.74116963
879,0.46471667
880,0.7518572
881,0.70939964
882,0.84462327
883,0.29888207
884,0.74541336
885,0.5560196
886,0.37817636
887,0.7901795
888,0.7518572
889,0.5488645
890,0.57392967
891,0.4193816
892,0.80904055
893,0.7234904
894,0.62889034
895,0.6311844
896,0.48183784
897,0.46882474
898,0.53414226
899,0.533418
900,0.5928898
901,0.7518572
902,0.807227
903,0.5895365
904,0.35485196
905,0.79854286
906,0.6368139
907,0.73329115
908,0.08513972
909,0.45130023
910,0.69140595
911,0.48845086
912,0.49547395
913,0.7518572
914,0.8250725
915,0.48515055
916,0.7250765
917,0.57035357
918,0.7518572
919,0.47752836
920,0.61302096
921,0.75142676
922,0.4499891
923,0.31884217
924,0.47201493
925,0.7518572
926,0.6368139
927,0.50742364
928,0.8046648
929,0.55406624
930,0.22630538
931,0.8299926
932,0.5026031
933,0.4805152
934,0.7518572
935,0.83025783
936,0.39021692
937,0.87719566
938,0.71347666
939,0.3017122
940,0.41187328
941,0.3893486
942,0.62889034
943,0.7223691
944,0.45144558
945,0.4845242
946,0.8106517
947,0.55851364
948,0.76738703
949,0.52132523
950,0.807227
951,0.60423
952,0.6107732
953,0.71467817
954,0.69807845
955,0.7518572
956,0.5388577
957,0.5154039
958,0.5127072
959,0.775104
960,0.6417813
961,0.7673391
962,0.2717213
963,0.5157801
964,0.76672137
965,0.7047109
966,0.42347032
967,0.4273221
968,0.48608682
969,0.58820325
970,0.7518572
971,0.4099469
972,0.5091466
973,0.51019937
974,0.83005583
975,0.7518572
976,0.76738703
977,0.58209354
978,0.87719566
979,0.8250725
980,0.5560196
981,0.48391613
982,0.775104
983,0.6373564
984,0.55072623
985,0.3194913
986,0.3707659
987,0.8765668
988,0.7518572
989,0.5953797
990,0.5890001
991,0.69140595
992,0.76738703
993,0.7518572
994,0.38590252
995,0.8329354
996,0.6114462
997,0.8892822
998,0.7518572
999,0.61302096
1000,0.41172957
1001,0.7518572
1002,0.8461217
1003,0.5893341
1004,0.29302207
1005,0.64592075
1006,0.6368139
1007,0.53155446
1008,0.75730634
1009,0.77515155
1010,0.16341737
1011,0.42923647
1012,0.6006384
1013,0.61302096
1014,0.35894662
1015,0.44356805
1016,0.40573466
1017,0.55715346
1018,0.72986513
1019,0.482521
1020,0.3798159
1021,0.6481216
1022,0.42630446
1023,0.3556579
1024,0.6386229
1025,0.44213924
1026,0.41509798
1027,0.7566374
1028,0.26953846
1029,0.34105968
1030,0.7518572
1031,0.26744077
1032,0.7673391
1033,0.7518572
1034,0.492646
1035,0.2380763
1036,0.5226288
1037,0.22718741
1038,0.8521614
1039,0.5253185
1040,0.7682111
1041,0.60862684
1042,0.57858706
1043,0.4831257
1044,0.70485836
1045,0.33847862
1046,0.52234364
1047,0.7518572
1048,0.7518572
1049,0.41034752
1050,0.42344105
1051,0.58734834
1052,0.6417813
1053,0.6608401
1054,0.36639503
1055,0.4314057
1056,0.8005019
1057,0.38184905
1058,0.7412491
1059,0.8122159
1060,0.8892822
1061,0.49490044
1062,0.77515155
1063,0.6594923
1064,0.41282517
1065,0.65585536
1066,0.5583051
1067,0.7682111
1068,0.47537473
1069,0.5879305
1070,0.43746302
1071,0.5547681
1072,0.57156014
1073,0.70939964
1074,0.51508635
1075,0.26258835
1076,0.88178325
1077,0.65694994
1078,0.43205714
1079,0.754541
1080,0.5547681
1081,0.656611
1082,0.63213646
1083,0.76672137
1084,0.8486919
1085,0.59714484
1086,0.59068376
1087,0.5393599
1088,0.8794722
1089,0.6271877
1090,0.7518572
1091,0.2581132
1092,0.7518572
1093,0.7194754
1094,0.46157283
1095,0.491339
1096,0.6650715
1097,0.7518572
1098,0.4280412
1099,0.6583582
1100,0.40444952
1101,0.16549818
1102,0.39354134
1103,0.64269775
1104,0.39482492
1105,0.62889034
1106,0.84969366
1107,0.58734834
1108,0.7330859
1109,0.47612682
1110,0.7518572
1111,0.7518572
1112,0.2196923
1113,0.6622694
1114,0.32251513
1115,0.53020304
1116,0.7518572
1117,0.57425565
1118,0.63600105
1119,0.7518572
1120,0.5895365
1121,0.33713648
1122,0.5226288
1123,0.47561932
1124,0.6798797
1125,0.34383494
1126,0.6459956
1127,0.6619559
1128,0.5963798
1129,0.88178325
1130,0.455277
1131,0.754541
1132,0.1571136
1133,0.4452835
1134,0.57762575
1135,0.95103616
1136,0.8459104
1137,0.72130954
1138,0.7860124
1139,0.63690835
1140,0.6114462
1141,0.56885654
1142,0.51959366
1143,0.8104143
1144,0.4300436
1145,0.3968553
1146,0.6835536
1147,0.7138427
1148,0.7518572
1149,0.6527023
1150,0.80904055
1151,0.43055642
1152,0.6594923
1153,0.83005583
1154,0.63241225
1155,0.35206252
1156,0.70446724
1157,0.84969145
1158,0.65302026
1159,0.4847671
1160,0.7716587
1161,0.7518572
1162,0.46046674
1163,0.84141177
1164,0.65694994
1165,0.7518572
1166,0.5810969
1167,0.32205582
1168,0.6393452
1169,0.95103616
1170,0.41422468
1171,0.6669258
1172,0.4259293
1173,0.45001215
1174,0.49989215
1175,0.27574036
1176,0.46151233
1177,0.45266184
1178,0.3917323
1179,0.538758
1180,0.6669258
1181,0.4997367
1182,0.7518572
1183,0.8486919
1184,0.6107732
1185,0.7518572
1186,0.49446386
1187,0.64301133
1188,0.53020304
1189,0.87719566
1190,0.5971321
1191,0.2677348
1192,0.8123792
1193,0.84141177
1194,0.35050845
1195,0.5710466
1196,0.45205453
1197,0.59250253
1198,0.2926725
1199,0.43532285
1200,0.7812601
1201,0.43279356
1202,0.62075
1203,0.6060968
1204,0.61551684
1205,0.4499891
1206,0.7598132
1207,0.53233385
1208,0.08513972
1209,0.4739273
1210,0.74541336
1211,0.7518572
1212,0.59152913
1213,0.52522093
1214,0.7518572
1215,0.7673391
1216,0.43220505
1217,0.75653785
1218,0.7518572
1219,0.7518572
1220,0.66564703
